     pmw          pmn          x          y          z          vx          vy          vz
     -1.9149      0.2367     -1.1941    -40.3314    -27.3455    -57.5873   -220.8813    215.5948
     -1.9177      0.2490     -0.7549    -42.8274    -29.0378    -67.0177   -238.7371    236.5707
     -1.8916      0.2646     -1.0308    -41.2596    -27.9749    -65.5777   -226.0433    216.6205
     -1.9078      0.2483     -1.4913    -38.6422    -26.2002    -54.9746   -212.2609    197.0201
     -1.9362      0.2581     -0.9741    -41.5817    -28.1932    -66.1835   -234.0981    228.4391
     -1.9044      0.2417     -0.7383    -42.9217    -29.1018    -64.8927   -238.6291    234.1863
     -1.8906      0.2846     -1.2548    -39.9863    -27.1115    -66.6341   -217.6635    204.9313
     -1.9214      0.2667     -0.5402    -44.0478    -29.8653    -74.3600   -250.1777    245.3174
     -1.8794      0.1697     -0.7809    -42.6796    -28.9376    -45.9484   -233.1305    229.8735
     -1.8931      0.2094     -1.1417    -40.6289    -27.5472    -51.9385   -216.8838    216.9515
     -1.9145      0.3438     -1.1788    -40.4185    -27.4046    -82.4842   -222.4069    212.0113
     -1.9167      0.2702     -1.3034    -39.7100    -26.9242    -62.2159   -225.1938    203.9299
     -1.9244      0.2034     -0.9297    -41.8338    -28.3642    -53.3257   -234.6943    229.8118
     -1.9018      0.2038     -0.8894    -42.0631    -28.5197    -54.0271   -229.0839    230.0200
     -1.8994      0.2302     -0.8115    -42.5059    -28.8199    -61.4146   -231.9234    232.2439
     -1.8949      0.3057     -1.3304    -39.5564    -26.8201    -70.3827   -215.0639    201.6249
     -1.9261      0.2445     -1.6345    -37.8281    -25.6482    -52.0073   -211.7399    191.6799
     -1.9455      0.2619     -0.8487    -42.2946    -28.6766    -69.3772   -239.8384    236.5657
     -1.8970      0.2192     -1.1725    -40.4539    -27.4286    -52.9116   -221.8681    212.0809
     -1.9163      0.2114     -0.5679    -43.8906    -29.7587    -60.6473   -243.8362    248.0107
     -1.8809      0.1548     -1.0757    -41.0043    -27.8018    -39.3604   -219.3939    218.5019
     -1.9105      0.1678     -0.8041    -42.5479    -28.8484    -47.2590   -230.0496    239.5147
     -1.8944      0.0911     -1.5551    -38.2797    -25.9544    -20.4388   -200.7142    201.5182
     -1.9403      0.1645     -1.4131    -39.0863    -26.5013    -40.2167   -208.0631    217.1874
     -1.9313      0.2267     -0.5612    -43.9283    -29.7843    -65.5663   -243.2205    252.9272
     -1.8806      0.1535     -0.8768    -42.1346    -28.5681    -41.2952   -227.3092    227.6914
     -1.8987      0.2067     -0.1719    -46.1414    -31.2848    -65.1584   -251.5964    266.8240
     -1.8592      0.1907     -1.2522    -40.0008    -27.1214    -44.8406   -210.3905    204.4117
     -1.9212      0.1448     -1.0952    -40.8931    -27.7264    -38.1171   -222.8021    226.5338
     -1.9117      0.2433     -1.2196    -40.1862    -27.2471    -59.3526   -215.4956    216.2114
     -1.9192      0.1924     -0.9996    -41.4367    -28.0949    -49.8949   -229.7083    226.8368
     -1.9059      0.1754     -0.5826    -43.8067    -29.7018    -51.4335   -239.7284    247.8201
     -1.8818      0.2122     -1.3856    -39.2426    -26.6073    -48.7794   -207.0177    202.4819
     -1.9296      0.2999     -0.8076    -42.5282    -28.8350    -79.1136   -237.6997    235.0815
     -1.8946      0.1908     -0.6592    -43.3715    -29.4068    -52.8109   -241.8939    236.7021
     -1.8861      0.2662     -1.0613    -41.0858    -27.8570    -65.9206   -220.7816    216.3248
     -1.9096      0.3205     -0.9436    -41.7550    -28.3108    -80.5469   -233.3943    221.3463
     -1.9026      0.2246     -1.1211    -40.7461    -27.6267    -54.4456   -227.9992    213.1174
     -1.9132      0.2143     -1.0883    -40.9325    -27.7531    -53.7963   -224.8332    221.0598
     -1.9112      0.2620     -0.8033    -42.5527    -28.8516    -69.4768   -234.9149    233.2070
     -1.8944      0.2469     -1.0372    -41.2232    -27.9502    -61.2602   -226.7417    217.0787
     -1.9082      0.1333     -0.7956    -42.5961    -28.8810    -37.9778   -235.0207    237.3018
     -1.8939      0.2573     -1.6992    -37.4604    -25.3989    -54.7216   -195.3490    189.1930
     -1.9497      0.2363     -0.9603    -41.6603    -28.2466    -61.5419   -236.7236    232.3461
     -1.9036      0.2796     -0.8541    -42.2637    -28.6557    -72.4347   -233.5251    227.5206
     -1.8973      0.2883     -0.9667    -41.6239    -28.2218    -72.0422   -231.2459    218.6508
     -1.9040      0.2385     -0.4530    -44.5435    -30.2014    -68.0550   -250.6378    247.1512
     -1.8745      0.1792     -1.0670    -41.0536    -27.8352    -44.7120   -220.7376    215.5743
     -1.9100      0.1933     -0.9514    -41.7107    -28.2807    -51.1572   -226.4117    229.9650
     -1.9031      0.2647     -0.6706    -43.3068    -29.3629    -72.2040   -237.3663    238.8353
     -1.8868      0.2838     -0.9629    -41.6451    -28.2363    -70.8878   -228.9885    217.5497
     -1.9037      0.3230     -1.2527    -39.9980    -27.1195    -75.3245   -222.4204    204.2362
     -1.9213      0.2817     -1.2387    -40.0777    -27.1735    -66.2188   -227.0673    208.3564
     -1.9204      0.1902     -1.2704    -39.8978    -27.0516    -45.3405   -222.2469    212.0304
     -1.9224      0.1741     -0.8465    -42.3069    -28.6850    -48.1979   -232.3463    238.0658
     -1.8969      0.2747     -1.1115    -40.8005    -27.6636    -67.5743   -219.5516    216.2562
     -1.9126      0.2731     -1.3173    -39.6310    -26.8706    -63.2688   -220.1062    205.1249
     -1.9253      0.2528     -0.7830    -42.6680    -28.9298    -67.3521   -240.9903    235.0735
     -1.8932      0.1280     -1.3564    -39.4086    -26.7198    -29.8159   -213.1194    206.3436
     -1.9277      0.2089     -0.2127    -45.9092    -31.1274    -66.3332   -253.0603    271.9864
     -1.8614      0.1702     -1.1243    -40.7281    -27.6145    -41.8252   -215.0772    211.8172
     -1.9134      0.1826     -0.6322    -43.5252    -29.5110    -53.0281   -237.7998    247.4482
     -1.8846      0.1913     -1.0114    -41.3696    -28.0494    -49.1414   -220.9366    221.9797
     -1.9066      0.2250     -0.7697    -42.7432    -28.9808    -61.1002   -233.6483    236.4866
     -1.8924      0.2473     -1.0309    -41.2586    -27.9742    -61.7929   -224.5175    218.4730
     -1.9078      0.2363     -1.3844    -39.2495    -26.6120    -54.1165   -214.9755    203.4906
     -1.9295      0.2473     -0.6150    -43.6226    -29.5770    -69.0959   -245.4974    246.0524
     -1.8836      0.2164     -1.1636    -40.5048    -27.4631    -52.1785   -219.4975    210.6663
     -1.9158      0.2737     -1.2835    -39.8231    -27.0009    -64.6401   -218.3164    209.7004
     -1.9232      0.2600     -0.7860    -42.6506    -28.9180    -68.9736   -240.7099    234.1618
     -1.8934      0.1263     -0.8254    -42.4269    -28.7663    -35.3808   -232.5572    232.6390
     -1.8957      0.2475     -1.2836    -39.8225    -27.0005    -59.1018   -210.0213    210.6072
     -1.9232      0.1684     -1.0014    -41.4266    -28.0881    -44.2739   -230.1319    228.3713
     -1.9060      0.2258     -1.4742    -38.7391    -26.2659    -51.2397   -206.7093    202.2920
     -1.9352      0.1688     -1.2090    -40.2467    -27.2881    -42.2662   -222.8852    221.0250
     -1.9186      0.1606     -1.0640    -41.0705    -27.8466    -42.3468   -222.4801    227.8028
     -1.9098      0.2046     -0.3466    -45.1485    -30.6116    -62.4597   -247.3545    260.3363
     -1.8687      0.1732     -1.5753    -38.1648    -25.8765    -37.0087   -199.8658    191.1866
     -1.9416      0.2968     -1.1438    -40.6173    -27.5394    -73.3984   -224.6175    222.3323
     -1.9146      0.1996     -0.9185    -41.8976    -28.4074    -52.0124   -235.2713    227.5398
     -1.9011      0.1924     -1.1058    -40.8331    -27.6857    -48.3931   -220.8147    219.7848
     -1.9123      0.3155     -0.8375    -42.3584    -28.7198    -82.0790   -233.2143    230.2696
     -1.8964      0.1603     -1.6779    -37.5816    -25.4811    -32.4852   -206.0757    187.1211
     -1.9483      0.2330     -0.5780    -43.8330    -29.7197    -67.4600   -244.9096    255.4809
     -1.8815      0.2559     -1.0075    -41.3920    -28.0646    -63.7909   -224.4507    216.8083
     -1.9064      0.1665     -1.1424    -40.6253    -27.5448    -41.4911   -223.2140    217.7984
     -1.9145      0.2027     -0.8683    -42.1832    -28.6011    -54.7967   -229.4288    235.1196
     -1.8982      0.2427     -0.4157    -44.7555    -30.3452    -70.4037   -246.1307    251.0108
     -1.8725      0.0861     -1.2859    -39.8094    -26.9916    -20.6797   -211.8103    208.0957
     -1.9233      0.2080     -0.7289    -42.9754    -29.1382    -59.1251   -231.0620    246.8532
     -1.8901      0.1653     -1.1051    -40.8371    -27.6884    -41.7185   -219.5115    218.5022
     -1.9123      0.1886     -0.7966    -42.5904    -28.8772    -52.3368   -231.4572    238.9142
     -1.8940      0.2267     -0.7884    -42.6373    -28.9090    -60.9126   -231.0546    233.0622
     -1.8935      0.1640     -1.0378    -41.2198    -27.9479    -42.1686   -223.4782    221.8084
     -1.9082      0.2798     -0.9363    -41.7968    -28.3391    -72.0290   -226.9149    227.2699
     -1.9022      0.2482     -1.2655    -39.9256    -27.0704    -58.0997   -220.6068    206.5481
     -1.9221      0.2267     -1.3323    -39.5456    -26.8127    -53.0993   -218.6630    209.0853
     -1.9262      0.1485     -1.3916    -39.2086    -26.5843    -35.1368   -214.8371    210.8953
     -1.9299      0.2255     -1.0544    -41.1254    -27.8839    -58.1563   -223.9827    228.5567
     -1.9092      0.2089     -0.7426    -42.8977    -29.0855    -57.2963   -236.8030    237.6965
     -1.8909      0.1906     -1.4315    -38.9821    -26.4307    -43.2355   -208.2794    201.4254
     -1.9324      0.2466     -1.0365    -41.2271    -27.9528    -63.0116   -227.7310    227.3623
     -1.9081      0.1609     -1.1405    -40.6358    -27.5519    -40.3541   -222.8934    218.8312
     -1.9144      0.2165     -0.8642    -42.2062    -28.6167    -58.2251   -229.4037    234.9259
     -1.8979      0.2098     -0.3521    -45.1169    -30.5902    -62.7650   -248.7556    255.0702
     -1.8690      0.3378     -1.1880    -40.3662    -27.3691    -79.7008   -215.9460    203.1553
     -1.9173      0.2268     -0.8966    -42.0223    -28.4920    -58.4600   -239.2104    226.3538
     -1.8998      0.2645     -0.8274    -42.4152    -28.7584    -69.2231   -233.2049    229.1251
     -1.8958      0.2360     -0.7399    -42.9127    -29.0957    -63.1558   -237.6525    232.3644
     -1.8907      0.1629     -0.8375    -42.3579    -28.7195    -44.2375   -230.8048    230.8683
     -1.8964      0.2739     -1.3020    -39.7182    -26.9297    -64.4272   -211.9335    207.2911
     -1.9243      0.1707     -1.4660    -38.7859    -26.2976    -38.5804   -214.9370    204.0082
     -1.9346      0.2235     -1.2922    -39.7735    -26.9673    -54.1217   -217.1683    216.6749
     -1.9237      0.3044     -0.4908    -44.3287    -30.0558    -85.3535   -249.2250    248.9891
     -1.8766      0.2453     -0.9172    -41.9052    -28.4126    -61.7845   -231.0836    217.8525
     -1.9010      0.2053     -1.2611    -39.9504    -27.0872    -48.7650   -218.0632    209.6898
     -1.9218      0.2024     -1.6675    -37.6404    -25.5209    -43.4235   -203.5837    194.9156
     -1.9477      0.1768     -1.4610    -38.8141    -26.3167    -41.3381   -213.9589    211.1395
     -1.9343      0.2186     -1.4059    -39.1273    -26.5291    -51.2934   -213.2498    210.8410
     -1.9308      0.3273     -0.9763    -41.5690    -28.1847    -82.6741   -232.3930    225.4972
     -1.9045      0.1703     -0.7163    -43.0467    -29.1866    -47.0227   -242.5998    235.6896
     -1.8894      0.2852     -0.7084    -43.0920    -29.2172    -76.4618   -232.9567    234.2109
     -1.8889      0.1548     -1.9547    -36.0085    -24.4145    -28.0562   -193.3934    173.5085
     -1.9669      0.1422     -0.8039    -42.5492    -28.8493    -42.6761   -237.6649    251.9372
     -1.8944      0.2509     -0.6563    -43.3879    -29.4179    -69.3129   -233.4434    240.4357
     -1.8859      0.2533     -1.5516    -38.2995    -25.9679    -54.7301   -206.5585    190.4476
     -1.9401      0.1799     -1.3260    -39.5815    -26.8371    -43.0899   -221.0009    214.4584
     -1.9258      0.2200     -1.2284    -40.1361    -27.2131    -53.9258   -218.8430    218.0014
     -1.9198      0.2692     -0.3719    -45.0047    -30.5141    -78.3233   -252.3151    255.8235
     -1.8701      0.2413     -0.9004    -42.0007    -28.4773    -61.2459   -228.6436    218.9556
     -1.9001      0.1848     -1.1285    -40.7042    -27.5983    -45.8626   -222.2208    217.1031
     -1.9137      0.2260     -1.4378    -38.9460    -26.4062    -51.8374   -209.9789    204.8360
     -1.9328      0.2354     -0.1521    -46.2539    -31.3611    -73.3064   -262.2222    270.9666
     -1.8582      0.0859     -0.9958    -41.4586    -28.1098    -23.2100   -219.6710    219.9804
     -1.9057      0.1777     -1.5224    -38.4654    -26.0803    -40.8624   -199.4903    205.0461
     -1.9382      0.2345     -0.9500    -41.7184    -28.2859    -61.7633   -230.7931    233.8743
     -1.9030      0.3182     -0.9356    -41.8006    -28.3417    -80.3061   -230.8692    221.8000
     -1.9021      0.2311     -1.4443    -38.9090    -26.3811    -51.1883   -216.2018    196.8494
     -1.9333      0.2116     -0.3489    -45.1354    -30.6027    -64.2045   -255.0325    262.0582
     -1.8688      0.2833     -1.6157    -37.9347    -25.7205    -60.1800   -200.1285    184.6532
     -1.9443      0.2794     -0.9017    -41.9931    -28.4722    -72.2806   -240.2202    231.3369
     -1.9001      0.2591     -1.5154    -38.5053    -26.1074    -56.6181   -211.4116    193.4218
     -1.9378      0.1546     -1.2661    -39.9218    -27.0678    -38.0245   -222.9285    217.8702
     -1.9221      0.2471     -0.5342    -44.0817    -29.8883    -70.9129   -242.5595    251.8527
     -1.8791      0.2506     -0.9372    -41.7915    -28.3355    -63.3890   -227.3881    219.4235
     -1.9022      0.2226     -1.2212    -40.1771    -27.2409    -53.2511   -220.1788    210.9667
     -1.9193      0.2803     -0.4151    -44.7587    -30.3473    -80.4077   -250.9720    252.9641
     -1.8724      0.3098     -1.2276    -40.1408    -27.2163    -71.9535   -218.8119    200.2383
     -1.9197      0.2069     -1.0254    -41.2902    -27.9956    -52.2513   -232.9475    222.3629
     -1.9075      0.2218     -0.7438    -42.8908    -29.0808    -60.5619   -235.5811    237.4634
     -1.8909      0.2182     -1.0182    -41.3312    -28.0234    -55.1227   -224.2185    220.1778
     -1.9070      0.2178     -0.5013    -44.2692    -30.0154    -62.9388   -244.9184    249.1509
     -1.8772      0.2292     -0.8720    -42.1622    -28.5868    -59.5206   -227.4606    224.3353
     -1.8984      0.2410     -1.1047    -40.8392    -27.6898    -59.3178   -222.8373    216.0847
     -1.9122      0.2959     -0.7397    -42.9137    -29.0964    -78.4813   -239.3851    233.9911
     -1.8907      0.2786     -1.6062    -37.9888    -25.7572    -58.9979   -208.1403    185.8413
     -1.9437      0.2661     -1.4410    -38.9278    -26.3939    -60.4869   -219.7371    204.8020
     -1.9330      0.2502     -0.5573    -43.9509    -29.7996    -70.5018   -249.9355    248.3622
     -1.8803      0.2345     -0.8404    -42.3414    -28.7084    -61.0100   -231.0049    224.9718
     -1.8965      0.1894     -1.3246    -39.5897    -26.8427    -44.2958   -214.3550    206.7842
     -1.9257      0.3285     -0.9109    -41.9412    -28.4370    -84.2870   -232.3904    228.8619
     -1.9007      0.2755     -0.9397    -41.7774    -28.3260    -69.0405   -235.4088    219.2194
     -1.9024      0.2464     -1.1323    -40.6822    -27.5834    -59.7881   -225.1770    213.4034
     -1.9139      0.2737     -1.8112    -36.8238    -24.9673    -55.7301   -200.6081    181.9974
     -1.9572      0.1981     -1.0271    -41.2804    -27.9890    -51.5856   -235.7518    231.3682
     -1.9076      0.3147     -1.2910    -39.7806    -26.9721    -73.7610   -216.3726    206.8468
     -1.9236      0.2111     -0.7692    -42.7463    -28.9829    -56.9308   -243.1773    235.6046
